Codigo,Familias,Nombre,Alias,Tasa,Unidad
MA-PVC-SCH40-ADA-MAC-4,,"Adaptador M. PVC SCH-40 4""",,,U
MA-PVC-SCH40-COD-½x45º,,"Codo PVC SCH-40 1/2"" x 45º",,,U
MA-PVC-SCH40-COD-½x90º,,"Codo PVC SCH-40 1/2"" x 90º",,,U
MA-PVC-SCH40-COD-¾x45º,,"Codo PVC SCH-40 3/4"" x 45º",,,U
MA-PVC-SCH40-COD-¾x90º,,"Codo PVC SCH-40 3/4"" x 90º",,,U
MA-PVC-SCH40-COD-1½x45º,,"Codo PVC SCH-40 1½"" x 45º",,,U
MA-PVC-SCH40-COD-1½x90º,,"Codo PVC SCH-40 1½"" x 90º",,,U
MA-PVC-SCH40-COD-1x45º,,"Codo PVC SCH-40 1"" x 45º",,,U
MA-PVC-SCH40-COD-1x90º,,"Codo PVC SCH-40 1"" x 90º",,,U
MA-PVC-SCH40-COD-2x45º,,"Codo PVC SCH-40 2"" x 45º",,,U
MA-PVC-SCH40-COD-2x90º,,"Codo PVC SCH-40 2"" x 90º",,,U
MA-PVC-SCH40-COD-3x45º,,"Codo PVC SCH-40 3"" x 45º",,,U
MA-PVC-SCH40-COD-3x90º,,"Codo PVC SCH-40 3"" x 90º",,,U
MA-PVC-SCH40-COD-4x45º,,"Codo PVC SCH-40 4"" x 45º",,,U
MA-PVC-SCH40-COD-4x90º,,"Codo PVC SCH-40 4"" x 90º",,,U
MA-PVC-SCH40-COD-6x45º,,"Codo PVC SCH-40 6"" x 45º",,,U
MA-PVC-SCH40-COD-6x90º,,"Codo PVC SCH-40 6"" x 90º",,,U
MA-PVC-SCH40-COD-8x45º,,"Codo PVC SCH-40 8"" x 45º",,,U
MA-PVC-SCH40-COD-8x90º,,"Codo PVC SCH-40 8"" x 90º",,,U
MA-PVC-SCH40-COUP-½,,"Coupling PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-COUP-¾,,"Coupling PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-COUP-1,,"Coupling PVC SCH-40 1""",,,U
MA-PVC-SCH40-COUP-1½,,"Coupling PVC SCH-40 1½""",,,U
MA-PVC-SCH40-COUP-2,,"Coupling PVC SCH-40 2""",,,U
MA-PVC-SCH40-COUP-3,,"Coupling PVC SCH-40 3""",,,U
MA-PVC-SCH40-COUP-4,,"Coupling PVC SCH-40 4""",,,U
MA-PVC-SCH40-COUP-6,,"Coupling PVC SCH-40 6""",,,U
MA-PVC-SCH40-COUP-8,,"Coupling PVC SCH-40 8""",,,U
MA-PVC-SCH40-RED-½x¼,,"Reducción PVC SCH-40 1/2"" x 1/4""",,,U
MA-PVC-SCH40-RED-¾x½,,"Reducción PVC SCH-40 3/4"" x 1/2""",,,U
MA-PVC-SCH40-RED-1½x½,,"Reducción PVC SCH-40 1½"" x 1/2""",,,U
MA-PVC-SCH40-RED-1½x¾,,"Reducción PVC SCH-40 1½"" x 3/4""",,,U
MA-PVC-SCH40-RED-1½x1,,"Reducción PVC SCH-40 1½"" x 1""",,,U
MA-PVC-SCH40-RED-1x½,,"Reducción PVC SCH-40 1"" x 1/2""",,,U
MA-PVC-SCH40-RED-1x¾,,"Reducción PVC SCH-40 1"" x 3/4""",,,U
MA-PVC-SCH40-RED-2x1,,"Reducción PVC SCH-40 2"" x 1""",,,U
MA-PVC-SCH40-RED-2x1½,,"Reducción PVC SCH-40 2"" x 1½""",,,U
MA-PVC-SCH40-RED-3x2,,"Reducción PVC SCH-40 3"" x 2""",,,U
MA-PVC-SCH40-RED-4x3,,"Reducción PVC SCH-40 4"" x 3""",,,U
MA-PVC-SCH40-RED-6x4,,"Reducción PVC SCH-40 6"" x 4""",,,U
MA-PVC-SCH40-RED-8x6,,"Reducción PVC SCH-40 8"" x 6""",,,U
MA-PVC-SCH40-TAP-HEM-½,,"Tapón Hembra PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-TAP-HEM-¾,,"Tapón Hembra PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-TAP-HEM-1,,"Tapón Hembra PVC SCH-40 1""",,,U
MA-PVC-SCH40-TAP-HEM-1½,,"Tapón Hembra PVC SCH-40 1½""",,,U
MA-PVC-SCH40-TAP-HEM-2,,"Tapón Hembra PVC SCH-40 2""",,,U
MA-PVC-SCH40-TAP-HEM-3,,"Tapón Hembra PVC SCH-40 3""",,,U
MA-PVC-SCH40-TAP-HEM-4,,"Tapón Hembra PVC SCH-40 4""",,,U
MA-PVC-SCH40-TAP-HEM-6,,"Tapón Hembra PVC SCH-40 6""",,,U
MA-PVC-SCH40-TAP-HEM-8,,"Tapón Hembra PVC SCH-40 8""",,,U
MA-PVC-SCH40-TEE-½x½,,"Tee PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-TEE-¾x¾,,"Tee PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-TEE-1½x1½,,"Tee PVC SCH-40 1½"" ",,,U
MA-PVC-SCH40-TEE-1x1,,"Tee PVC SCH-40 1"" ",,,U
MA-PVC-SCH40-TEE-2x2,,"Tee PVC SCH-40 2""",,,U
MA-PVC-SCH40-TEE-3x3,,"Tee PVC SCH-40 3""",,,U
MA-PVC-SCH40-TEE-4x4,,"Tee PVC SCH-40 4""",,,U
MA-PVC-SCH40-TEE-6x6,,"Tee PVC SCH-40 6""",,,U
MA-PVC-SCH40-TEE-8x8,,"Tee PVC SCH-40 8""",,,U
MA-PVC-SCH40-TUB-½,,"Tubo PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-TUB-¾,,"Tubo PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-TUB-1,,"Tubo PVC SCH-40 1""",,,U
MA-PVC-SCH40-TUB-1½,,"Tubo PVC SCH-40 1½""",,,U
MA-PVC-SCH40-TUB-2,,"Tubo PVC SCH-40 2""",,,U
MA-PVC-SCH40-TUB-3,,"Tubo PVC SCH-40 3""",,,U
MA-PVC-SCH40-TUB-4,,"Tubo PVC SCH-40 4""",,,U
MA-PVC-SCH40-TUB-6,,"Tubo PVC SCH-40 6""",,,U
MA-PVC-SCH40-TUB-8,,"Tubo PVC SCH-40 8""",,,U
MA-PVC-SCH40-VAL-BOL-½,,"Válvula de Bola PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-VAL-BOL-¾,,"Válvula de Bola PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-VAL-BOL-1,,"Válvula de Bola PVC SCH-40 1""",,,U
MA-PVC-SCH40-VAL-BOL-1½,,"Válvula de Bola PVC SCH-40 1½""",,,U
MA-PVC-SCH40-VAL-BOL-2,,"Válvula de Bola PVC SCH-40 2""",,,U
MA-PVC-SCH40-VAL-BOL-3,,"Válvula de Bola PVC SCH-40 3""",,,U
MA-PVC-SCH40-VAL-BOL-4,,"Válvula de Bola PVC SCH-40 4""",,,U
MA-PVC-SCH40-VAL-BOL-6,,"Válvula de Bola PVC SCH-40 6""",,,U
MA-PVC-SCH40-VAL-DBLU-½,,"Válvula Doble Unión PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-VAL-DBLU-¾,,"Válvula Doble Unión PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-VAL-DBLU-1,,"Válvula Doble Unión PVC SCH-40 1""",,,U
MA-PVC-SCH40-VAL-DBLU-1½,,"Válvula Doble Unión PVC SCH-40 1½""",,,U
MA-PVC-SCH40-VAL-DBLU-2,,"Válvula Doble Unión PVC SCH-40 2""",,,U
MA-PVC-SCH40-VAL-DBLU-3,,"Válvula Doble Unión PVC SCH-40 3""",,,U
MA-PVC-SCH40-VAL-DBLU-4,,"Válvula Doble Unión PVC SCH-40 4""",,,U
MA-PVC-SCH40-VAL-DBLU-6,,"Válvula Doble Unión PVC SCH-40 6""",,,U
MA-PVC-SCH80-TUB-½,,"Tubo PVC  SCH-80 1/2"" ",,,U
MA-PVC-SCH80-TUB-¾,,"Tubo PVC  SCH-80 3/4""",,,U
MA-PVC-SCH80-TUB-1,,"Tubo PVC  SCH-80 1""",,,U
MA-PVC-SCH80-TUB-1½,,"Tubo PVC  SCH-80 1½""",,,U
MA-PVC-SCH80-TUB-2,,"Tubo PVC  SCH-80 2""",,,U
MA-PVC-SCH80-TUB-3,,"Tubo PVC  SCH-80 3""",,,U
MA-PVC-SCH80-TUB-4,,"Tubo PVC  SCH-80 4""",,,U
MA-PVC-SCH80-TUB-6,,"Tubo PVC  SCH-80 6""",,,U
MA-PVC-SCH80-TUB-8,,"Tubo PVC  SCH-80 8""",,,U
MA-PVC-SDR26-CUR-½,,"Curva PVC 1/2"" SDR-26",,,U
MA-PVC-SDR26-CUR-¾,,"Curva PVC 3/4"" SDR-26",,,U
MA-PVC-SDR26-CUR-1,,"Curva PVC 1"" SDR-26",,,U
MA-PVC-SDR26-CUR-1½,,"Curva PVC 1½"" SDR-26 ",,,U
MA-PVC-SDR26-CUR-2,,"Curva PVC 2"" SDR-26 ",,,U
MA-PVC-SDR26-CUR-3,,"Curva PVC 3"" SDR-26",,,U
MA-PVC-SDR26-CUR-4,,"Curva PVC 4"" SDR-26",,,U
MA-PVC-SDR26-TUB-½,,"Tubo PVC SDR-26 1/2"" ",,,U
MA-PVC-SDR26-TUB-¾,,"Tubo PVC SDR-26 3/4""",,,U
MA-PVC-SDR26-TUB-1,,"Tubo PVC SDR-26 1""",,,U
MA-PVC-SDR26-TUB-10,,"Tubo PVC SDR-26 10""",,,U
MA-PVC-SDR26-TUB-1½,,"Tubo PVC SDR-26 1½""",,,U
MA-PVC-SDR26-TUB-12,,"Tubo PVC SDR-26 12""",,,U
MA-PVC-SDR26-TUB-2,,"Tubo PVC SDR-26 2""",,,U
MA-PVC-SDR26-TUB-3,,"Tubo PVC SDR-26 3""",,,U
MA-PVC-SDR26-TUB-4,,"Tubo PVC SDR-26 4""",,,U
MA-PVC-SDR26-TUB-6,,"Tubo PVC SDR-26 6""",,,U
MA-PVC-SDR26-TUB-8,,"Tubo PVC SDR-26 8""",,,U
MA-PVC-SDR32.5-TUB-½,,"Tubo PVC SDR-32.5 1/2""",,,U
MA-PVC-SDR32.5-TUB-¾,,"Tubo PVC SDR-32.5 3/4""",,,U
MA-PVC-SDR32.5-TUB-1,,"Tubo PVC SDR-32.5 1""",,,U
MA-PVC-SDR32.5-TUB-10,,"Tubo PVC SDR-32.5 10""",,,U
MA-PVC-SDR32.5-TUB-1½,,"Tubo PVC SDR-32.5 1½""",,,U
MA-PVC-SDR32.5-TUB-12,,"Tubo PVC SDR-32.5 12""",,,U
MA-PVC-SDR32.5-TUB-16,,"Tubo PVC SDR-32.5 16""",,,U
MA-PVC-SDR32.5-TUB-18,,"Tubo PVC SDR-32.5 18""",,,U
MA-PVC-SDR32.5-TUB-2,,"Tubo PVC SDR-32.5 2""",,,U
MA-PVC-SDR32.5-TUB-20,,"Tubo PVC SDR-32.5 20""",,,U
MA-PVC-SDR32.5-TUB-24,,"Tubo PVC SDR-32.5 24""",,,U
MA-PVC-SDR32.5-TUB-3,,"Tubo PVC SDR-32.5 3""",,,U
MA-PVC-SDR32.5-TUB-4,,"Tubo PVC SDR-32.5 4""",,,U
MA-PVC-SDR32.5-TUB-6,,"Tubo PVC SDR-32.5 6""",,,U
MA-PVC-SDR32.5-TUB-8,,"Tubo PVC SDR-32.5 8""",,,U
MA-PVC-SDR41-TUB-10,,"Tubo PVC SDR-41 10""",,,U
MA-PVC-SDR41-TUB-1½,,"Tubo PVC SDR-41 1½"" ",,,U
MA-PVC-SDR41-TUB-12,,"Tubo PVC SDR-41 12""",,,U
MA-PVC-SDR41-TUB-16,,"Tubo PVC SDR-41 16""",,,U
MA-PVC-SDR41-TUB-18,,"Tubo PVC SDR-41 18""",,,U
MA-PVC-SDR41-TUB-2,,"Tubo PVC SDR-41 2""",,,U
MA-PVC-SDR41-TUB-20,,"Tubo PVC SDR-41 20""",,,U
MA-PVC-SDR41-TUB-24,,"Tubo PVC SDR-41 24""",,,U
MA-PVC-SDR41-TUB-3,,"Tubo PVC SDR-41 3""",,,U
MA-PVC-SDR41-TUB-4,,"Tubo PVC SDR-41 4""",,,U
MA-PVC-SDR41-TUB-6,,"Tubo PVC SDR-41 6""",,,U
MA-PVC-SDR41-TUB-8,,"Tubo PVC SDR-41 8""",,,U
MA-PVC-TAP-HEM-½,,"Tapon Hembra pvc de 1/2""",,,U
MA-PVC-UNU-½,,"Unión universal PVC 1/2""",,,U
MA-PVC-UNU-¾,,"Unión universal PVC 3/4""",,,U
MA-PVC-UNU-1,,"Unión universal PVC 1""",,,U
MA-PVC-UNU-1½,,"Unión universal PVC 1½""",,,U
MA-PVC-UNU-2,,"Unión universal PVC 2""",,,U
MA-PVC-UNU-3,,"Unión universal PVC 3""",,,U
MA-PVC-UNU-4,,"Unión universal PVC 4""",,,U
MA-PVC-UNU-6,,"Unión universal PVC 6""",,,U
MA-REG-VAL,,Registro para Valvulas,,,U
MO,,Mano de Obra,,,HH
